2-3-2015;246
3-3-2015;249.83
4-3-2015;245.6
5-3-2015;247.99
6-3-2015;249.86999
7-3-2015;253.26
8-3-2015;250.52629
9-3-2015;266.82031
10-3-2015;270
11-3-2015;279.38
12-3-2015;278.39
13-3-2015;270.69
14-3-2015;269.90604
15-3-2015;273.69681
16-3-2015;275.53002
17-3-2015;270
18-3-2015;239.85894
19-3-2015;248.33969
20-3-2015;244.57
21-3-2015;242.41999
22-3-2015;248.39599
23-3-2015;244.22095
24-3-2015;227.06827
25-3-2015;226.95
26-3-2015;229.01969
27-3-2015;227.3
28-3-2015;232.8
29-3-2015;224.08
30-3-2015;229.15
31-3-2015;227.97
1-4-2015;229.48782
2-4-2015;233.0331
3-4-2015;231.59218
4-4-2015;231.66347
5-4-2015;235.32
6-4-2015;231.12831
7-4-2015;232.05138
8-4-2015;226.90756
9-4-2015;228.23
10-4-2015;223.99
11-4-2015;223.83894
12-4-2015;223.10946
13-4-2015;213.72614
14-4-2015;206.79
15-4-2015;209.8
16-4-2015;213.36372
17-4-2015;208.05
18-4-2015;207.22589
19-4-2015;206.8546
20-4-2015;208.73084
21-4-2015;219.14
22-4-2015;218
23-4-2015;216.25394
24-4-2015;212.68217
25-4-2015;207.14
26-4-2015;203.799
27-4-2015;210.56998
28-4-2015;206.35
29-4-2015;204.18996
30-4-2015;210.70193
1-5-2015;207.0573
2-5-2015;209.52
3-5-2015;213.61
4-5-2015;212.86
5-5-2015;210.45
6-5-2015;204
7-5-2015;209.91
8-5-2015;214.01
9-5-2015;213.55736
10-5-2015;212.91127
11-5-2015;215
12-5-2015;214.08613
13-5-2015;207.75227
14-5-2015;208.1522
15-5-2015;208.28
16-5-2015;206.15998
17-5-2015;205.1
18-5-2015;203
19-5-2015;205.74138
20-5-2015;207.25
21-5-2015;209.72468
22-5-2015;211.9
23-5-2015;210.55617
24-5-2015;212.6718
25-5-2015;211.9
26-5-2015;214.05
27-5-2015;213.42
28-5-2015;215.36409
1-6-2015;203
2-6-2015;203.396
3-6-2015;201.748
4-6-2015;199.031
5-6-2015;200.99998
6-6-2015;202
7-6-2015;200.52
8-6-2015;201.25
9-6-2015;202.40001
10-6-2015;201.86996
11-6-2015;203
12-6-2015;203
13-6-2015;203.8
14-6-2015;205
16-6-2015;214.48999
17-6-2015;216.48129
18-6-2015;217.7896
19-6-2015;215.6
20-6-2015;213.78
21-6-2015;212.9
22-6-2015;217.17
23-6-2015;217.00001
24-6-2015;214.81
25-6-2015;214.9
26-6-2015;216.5
27-6-2015;223.86502
28-6-2015;225.3
29-6-2015;227.03002
30-6-2015;236.5
1-7-2015;234.65005
2-7-2015;230.69368
3-7-2015;231.07
4-7-2015;235.1
5-7-2015;246.02
6-7-2015;248.7446
7-7-2015;242.26
8-7-2015;242.64498
9-7-2015;245.25
10-7-2015;256.79638
11-7-2015;261.022
12-7-2015;276.69
13-7-2015;264.56865
14-7-2015;263.0599
15-7-2015;264.5699
16-7-2015;256.8398
17-7-2015;256.25
18-7-2015;253.91916
19-7-2015;252.79
20-7-2015;254.2
22-7-2015;252.1001
23-7-2015;251.35
24-7-2015;260.51541
25-7-2015;260.88
26-7-2015;263.12
27-7-2015;265.7569
28-7-2015;265.53
29-7-2015;264.25
